id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
302,Ricardo Barbosa Pereira,41,DEF,Leicester,0.02,2.47,142,0.00,590,Ricardo,1,4931,0.1,2,5.7,4,10,0,0,146,,443,1.0,0.0,0.0,0.0,0,2.2,0,1.28,173.0,2,467,0,503,0.03,0.02,0,2018-06-09,199,430,0.0,152,141,1.23,142,410,20736,0.5,153,0.0,True,0.0,0.03,0.0,2.0,168,0,0.0,-4,False,Hamstring injury - Expected back 01 Mar,,2024-11-10T23:00:07.847243Z,0,406,0,4,,0,13.8,0,0,408,101,0,208,i,153,0.0,2.08
303,Harry Souttar,40,DEF,Leicester,0.0,0.0,176,0.00,612,Souttar,0,0,0.0,0,0.0,0,0,0,0,0,,508,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,655,0,442,0.00,0.0,0,,154,508,0.0,176,173,0.0,159,486,1455,0.0,176,0.0,False,0.0,0.00,0.0,0.0,225,0,0.0,0,False,Season long loan to Sheffield United,,2024-08-07T08:21:01.638839Z,0,450,0,0,,0,0.0,0,0,515,0,0,11,u,166,0.0,0.00
304,Jakub Stolarczyk,40,GKP,Leicester,0.0,2.5,32,0.00,628,Stolarczyk,0,24558,0.2,2,0.0,0,14,0,0,180,,393,2.0,0.0,0.3,0.8,0,6.5,0,1.59,172.0,4,353,0,286,0.00,0.0,2,2020-09-04,22,344,3.5,31,38,1.0,25,498,8598,1.0,30,100.0,True,100.0,0.00,0.0,0.0,52,0,0.2,0,False,,,2024-07-25T11:00:04.015354Z,0,462,0,5,,0,65.2,0,0,256,13838,7,3199,a,55,0.8,3.18
305,Luke Thomas,39,DEF,Leicester,0.03,4.0,172,0.02,695,Thomas,0,248859,1.9,1,13.3,1,-1,0,0,90,,429,0.0,0.02,-0.5,0.0,0,3.1,0,2.4,241.0,0,140,0,423,0.03,0.05,0,2020-07-15,145,448,0.0,145,129,1.0,124,376,121749,0.0,156,,True,,0.05,0.0,10.0,56,0,0.0,-1,False,,,,0,357,0,4,,0,7.8,0,0,501,11262,0,11438,a,229,0.0,2.40
306,Jamie Vardy,55,FWD,Leicester,0.13,2.23,12,6.12,103,Vardy,4,2381354,6.4,17,148.8,0,259,0,3,1371,1.0,72,4.2,0.4,2.2,3.4,10,81.5,-1,2.15,241.0,71,65,1,81,2.05,0.53,2,2012-07-01,12,110,0.0,17,16,1.12,15,146,2104144,12.9,15,75.0,True,100.0,8.17,0.07,375.0,15,0,0.6,0,False,,,2024-12-25T22:30:08.266785Z,6,36,0,34,,1,294.6,1,0,43,18839,0,69263,a,30,3.4,32.79
307,Jannik Vestergaard,40,DEF,Leicester,0.01,2.38,165,0.04,600,Vestergaard,4,234661,1.6,10,22.2,0,54,0,0,869,,277,0.5,0.0,-0.5,0.0,0,25.6,0,1.69,58.0,6,168,0,436,0.07,0.01,1,2021-08-13,150,192,0.0,86,117,1.04,92,350,269340,1.5,75,100.0,True,100.0,0.11,0.0,30.0,67,0,0.0,0,False,,,2024-10-24T16:30:05.805561Z,0,292,0,23,,0,202.2,0,0,485,1782,0,6822,a,158,0.0,16.30
308,Danny Ward,40,GKP,Leicester,0.0,4.0,36,0.00,602,Ward,0,92675,1.9,1,0.0,0,-5,0,0,135,,425,1.0,0.0,-0.1,0.4,0,3.6,0,2.23,244.0,2,145,0,340,0.00,0.0,0,2018-07-20,26,385,2.67,35,29,0.67,16,480,149515,0.5,35,,True,,0.00,0.0,0.0,20,0,0.1,0,False,,,,0,443,0,6,,0,35.4,0,0,398,1885,4,6017,a,46,0.4,3.35
309,Harry Winks,45,MID,Leicester,0.12,1.96,110,0.16,366,Winks,3,1214651,6.3,12,240.5,0,190,0,2,1058,,184,2.0,0.01,0.5,1.0,0,45.7,0,1.74,241.0,28,66,0,260,1.37,0.13,2,2023-07-01,126,200,0.0,97,65,1.02,170,86,1899896,6.2,80,100.0,True,100.0,1.53,0.0,21.0,18,0,0.2,0,False,,,2024-11-23T17:30:08.809600Z,0,315,0,23,2.0,0,193.2,0,0,260,9470,0,25667,a,228,1.0,20.41
501,Oliver Skipp,47,MID,Leicester,0.03,2.43,180,0.07,328,Skipp,4,4106,0.0,7,106.2,3,82,0,0,704,,312,1.2,0.01,0.3,0.8,0,19.5,-1,2.5,241.0,15,543,0,300,0.27,0.04,0,2024-08-19,149,329,0.0,155,124,0.89,183,194,6115,3.2,154,,True,,0.34,0.13,13.0,217,0,0.2,-3,False,,,,0,346,0,19,,1,74.8,1,0,375,131,0,145,a,213,0.8,19.57
570,Abdul Fatawu,52,MID,Leicester,0.22,2.19,87,0.41,170,A.Fatawu,0,68776,0.2,6,104.3,3,125,0,2,576,,208,2.4,0.06,0.0,0.0,3,40.1,0,1.72,81.0,26,358,0,685,1.42,0.28,0,2024-07-16,307,246,0.0,107,126,0.94,86,199,100442,5.0,105,0.0,True,0.0,1.83,0.0,148.0,120,0,0.0,-3,False,Knee injury - Expected back 01 Jun,,2024-11-21T10:30:09.372550Z,0,128,0,14,,0,147.6,0,0,205,65,0,378,i,104,0.0,11.00
606,Will Alves,45,MID,Leicester,0.0,0.0,197,0.00,443,Alves,0,11884,0.1,0,0.3,0,3,0,0,1,,643,1.0,0.0,-0.3,0.2,0,0.0,0,0.0,241.0,1,458,0,394,0.00,0.0,1,2024-02-09,186,643,0.0,277,228,0.0,273,450,12643,0.2,277,,True,,0.00,0.0,0.0,167,0,0.0,0,False,,,,0,623,0,0,,0,0.0,0,0,429,114,0,276,a,273,0.2,0.00
616,Ben Nelson,40,DEF,Leicester,0.0,0.0,192,0.00,648,Nelson,0,2208,0.0,0,0.0,0,0,0,0,0,,535,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,611,0,471,0.00,0.0,0,,171,535,0.0,192,189,0.0,177,515,3638,0.0,192,0.0,False,0.0,0.00,0.0,0.0,207,0,0.0,0,False,Loaned to Oxford United,,2024-08-31T06:22:31.067773Z,0,481,0,0,,0,0.0,0,0,542,0,0,34,u,189,0.0,0.00
635,Bilal El Khannouss,48,MID,Leicester,0.13,2.64,90,0.30,320,El Khannouss,1,49361,0.2,9,192.3,2,127,0,1,715,,228,2.3,0.04,1.1,1.6,3,36.3,0,2.29,145.0,32,337,1,205,1.07,0.17,1,2024-08-29,96,259,0.0,117,81,1.13,150,116,28444,6.7,114,,True,,1.37,0.13,39.0,109,0,0.3,-2,False,,,,1,271,0,21,4.0,0,132.8,1,0,212,3859,0,3514,a,207,1.6,18.19
694,Henry Cartwright,45,MID,Leicester,0.0,0.0,280,0.00,442,Cartwright,0,242,0.0,0,0.0,0,0,0,0,0,,642,0.0,0.0,-0.5,0.0,0,0.0,0,0.0,241.0,0,698,0,604,0.00,0.0,0,2024-12-13,252,642,0.0,276,278,0.0,272,638,89,0.0,276,,True,,0.00,0.0,0.0,312,0,0.0,0,False,,,,0,622,0,0,,0,0.0,0,0,649,41,0,42,a,272,0.0,0.00
708,Thomas Wilson-Brown,40,DEF,Leicester,0.0,0.0,198,0.00,658,Wilson-Brown,0,120,0.0,0,0.0,0,0,0,0,0,,542,0.0,0.0,0.7,1.2,0,0.0,0,0.0,241.0,0,697,0,479,0.00,0.0,0,2022-07-08,178,542,0.0,198,196,0.0,185,523,15,0.0,198,,True,,0.00,0.0,0.0,238,0,0.0,0,False,,,,0,490,0,0,,0,0.0,0,0,549,120,0,15,a,198,0.0,0.00
310,Alisson Ramses Becker,54,GKP,Liverpool,0.02,0.81,7,0.00,121,A.Becker,0,836775,6.7,10,13.0,1,172,0,0,888,,324,4.5,0.0,3.0,3.0,5,18.0,0,0.7,30.0,45,62,1,182,0.20,0.02,6,2018-07-19,18,222,1.93,24,2,1.01,72,378,1356914,8.3,24,100.0,True,100.0,0.20,0.51,0.0,11,0,0.4,-1,False,,,2024-10-05T14:00:07.200306Z,0,695,0,8,,0,168.4,5,0,35,49256,19,24129,a,2,2.0,6.91
311,Trent Alexander-Arnold,72,DEF,Liverpool,0.32,0.89,1,0.58,22,Alexander-Arnold,3,2829534,27.4,16,544.9,-2,352,0,4,1309,,34,4.9,0.04,6.6,6.6,11,104.5,1,0.79,241.0,83,10,2,19,4.61,0.36,15,2015-07-01,5,38,0.0,4,1,1.1,45,9,3108785,11.5,12,100.0,True,100.0,5.19,0.48,94.0,3,0,0.8,2,True,,1.0,2024-11-10T01:30:08.685145Z,1,188,0,13,1.0,-1,406.8,7,0,19,300451,0,41674,a,1,5.6,11.55
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0.0,0.0,282,0.00,445,Bajcetic,0,2712,0.0,0,0.0,0,0,0,0,0,,645,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,551,0,606,0.00,0.0,0,,254,645,0.0,279,280,0.0,275,640,17276,0.0,279,0.0,False,0.0,0.00,0.0,0.0,220,0,0.0,0,False,Loaned to RB Salzburg,,2024-08-31T06:19:45.092198Z,0,625,0,0,,0,0.0,0,0,651,0,0,82,u,275,0.0,0.00
313,Conor Bradley,47,DEF,Liverpool,0.07,1.17,109,0.41,335,Bradley,1,46910,0.2,1,14.7,3,40,0,0,231,,349,1.6,0.16,0.0,0.5,0,12.4,0,1.32,242.0,11,342,0,635,0.19,0.23,0,2023-09-25,231,386,0.0,116,126,0.39,54,372,93499,2.3,136,0.0,True,50.0,0.60,0.39,76.0,126,0,0.0,-3,False,Lack of match fitness - 50% chance of playing,,2024-11-28T10:30:07.495614Z,0,211,0,3,,0,34.0,1,0,323,41,0,798,d,46,0.0,3.38
315,Bobby Clark,45,MID,Liverpool,0.0,0.0,266,0.00,418,Clark,0,444,0.0,0,0.0,0,0,0,0,0,,626,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,630,0,584,0.00,0.0,0,,235,626,0.0,262,264,0.0,258,622,5213,0.0,262,0.0,False,0.0,0.00,0.0,0.0,271,0,0.0,0,False,Transferred to RB Salzburg,,2024-08-22T11:22:35.466323Z,0,606,0,0,,0,0.0,0,0,633,0,0,20,u,251,0.0,0.00
316,Darwin Núñez Ribeiro,70,FWD,Liverpool,0.04,1.5,27,2.43,26,Darwin,4,248937,1.9,7,86.2,5,140,0,2,719,3.0,181,2.4,0.3,2.4,2.4,1,46.0,-1,1.26,230.0,33,142,0,225,0.29,0.34,0,2022-06-14,27,244,0.0,25,27,0.88,25,221,645823,4.7,24,,True,,2.72,0.25,232.0,24,0,0.2,-5,False,,,,2,72,0,12,,1,148.2,2,0,207,3043,0,8861,a,11,1.4,10.04
317,Diogo Teixeira da Silva,72,MID,Liverpool,0.1,0.47,12,3.72,23,Diogo J.,1,1167514,3.4,7,96.3,3,149,0,3,569,,147,4.6,0.59,4.2,4.2,3,52.5,0,0.69,173.0,51,100,0,94,0.62,0.69,6,2020-09-19,48,203,0.0,87,130,1.11,43,207,2474525,7.1,82,100.0,True,100.0,4.34,0.63,239.0,33,0,0.4,-3,False,,,2024-10-20T21:30:07.041173Z,4,70,0,3,,0,190.8,4,0,28,14504,0,18547,a,14,3.2,4.34
318,Ben Doak,45,MID,Liverpool,0.0,0.0,268,0.00,420,Doak,0,1136,0.0,0,0.0,0,0,0,0,0,,628,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,619,0,586,0.00,0.0,0,,237,628,0.0,264,266,0.0,260,624,5534,0.0,264,0.0,False,0.0,0.00,0.0,0.0,263,0,0.0,0,False,Loaned to Middlesbrough,,2024-08-31T06:17:31.171503Z,0,608,0,0,,0,0.0,0,0,635,0,0,25,u,253,0.0,0.00
319,Harvey Elliott,52,MID,Liverpool,0.35,0.0,216,0.04,165,Elliott,0,14345,0.2,0,34.5,3,19,0,0,39,,412,1.0,0.09,1.8,1.8,0,5.3,0,1.11,241.0,6,340,0,312,0.15,0.44,1,2019-07-28,158,439,0.0,198,179,0.0,194,315,110711,1.2,206,100.0,True,100.0,0.19,0.0,8.0,110,0,0.2,-3,False,,,2024-09-08T23:00:06.842081Z,0,366,0,0,,0,10.6,0,0,455,320,0,570,a,99,0.8,0.48
320,Endo Wataru,46,MID,Liverpool,0.05,0.0,204,0.00,344,Endo,0,18368,0.1,0,15.7,4,26,0,0,56,,427,1.0,0.0,1.4,1.4,0,3.5,0,0.74,108.0,8,416,0,349,0.03,0.05,1,2023-08-18,171,425,0.0,204,203,0.0,210,369,30369,1.7,199,,True,,0.03,0.0,4.0,147,0,0.1,-4,False,,,,0,395,0,0,,0,16.0,0,0,437,516,0,599,a,222,0.4,0.46
321,Cody Gakpo,73,FWD,Liverpool,0.18,1.0,17,3.21,21,Gakpo,4,861041,7.0,10,261.9,2,276,0,2,896,,55,3.4,0.32,6.8,6.8,12,88.9,1,0.89,152.0,61,53,1,15,1.84,0.5,5,2023-01-01,2,106,0.0,13,3,1.0,18,74,561332,8.4,14,,True,,5.04,0.2,327.0,13,0,0.8,-2,False,,,,5,44,0,10,,-1,300.0,2,0,95,243460,0,45017,a,8,5.8,8.88
322,Joe Gomez,49,DEF,Liverpool,0.02,1.39,111,0.33,246,Gomez,1,286452,1.3,6,38.5,1,83,0,0,517,,291,1.6,0.06,2.0,0.0,0,22.8,0,0.94,241.0,14,189,0,268,0.09,0.08,1,2015-06-20,90,265,0.0,93,94,1.04,71,303,225129,2.9,97,,True,0.0,0.42,0.17,58.0,74,0,0.2,-1,False,Hamstring injury - Unknown return date,,2024-12-30T09:30:06.945841Z,0,241,0,8,,0,130.4,1,0,325,1304,0,98189,i,28,1.0,5.38
323,Ryan Gravenberch,50,MID,Liverpool,0.11,0.92,78,0.62,218,Gravenberch,4,200539,0.8,18,252.0,0,287,0,2,1558,,131,2.5,0.04,3.2,3.2,1,57.7,0,0.9,152.0,45,229,0,164,1.85,0.15,4,2023-09-01,73,130,0.0,77,63,1.04,140,80,160840,9.0,47,,True,,2.47,0.4,53.0,70,0,0.4,0,False,,,,0,254,0,16,,0,271.4,7,0,188,5419,0,5918,a,138,2.2,15.64
324,Curtis Jones,53,MID,Liverpool,0.04,1.34,28,2.95,145,Jones,1,151735,0.6,9,146.8,2,241,0,3,805,,101,3.6,0.33,5.6,5.6,4,67.7,0,1.14,241.0,54,244,1,39,0.37,0.37,6,2018-04-06,19,142,0.0,61,102,1.01,35,147,104000,10.2,53,100.0,True,100.0,3.32,0.34,270.0,77,0,0.9,-2,False,,,2024-08-27T11:00:05.666567Z,3,57,0,12,,0,259.0,3,0,71,15045,0,6845,a,84,4.6,10.22
325,Caoimhin Kelleher,42,GKP,Liverpool,0.0,1.12,3,0.00,579,Kelleher,0,706516,1.9,8,0.0,3,127,1,0,720,,309,4.6,0.0,1.4,1.4,1,19.7,-1,1.21,104.0,37,139,1,345,0.00,0.0,0,2016-08-06,27,195,3.0,23,52,1.0,40,550,577989,8.8,22,,True,,0.00,0.38,0.0,19,0,0.1,-3,False,,,,0,520,0,9,,1,196.8,3,0,24,2112,24,39983,a,35,0.4,9.68
326,Ibrahima Konaté,51,DEF,Liverpool,0.01,0.74,14,0.88,181,Konaté,4,2096126,3.1,11,46.9,-1,200,0,1,974,,234,3.8,0.08,0.0,0.5,1,34.2,0,0.92,73.0,46,107,0,684,0.15,0.09,0,2021-07-01,235,168,0.0,70,86,1.02,66,292,2108890,9.0,63,0.0,True,50.0,1.03,0.46,65.0,41,0,0.0,1,False,Lack of match fitness - 50% chance of playing,,2024-11-28T10:30:07.514061Z,1,235,0,8,,0,228.8,5,0,62,2466,0,22580,d,22,0.0,9.92
327,Luis Díaz,76,MID,Liverpool,0.14,0.77,5,4.97,16,Luis Díaz,1,5552581,22.9,12,301.3,-1,308,0,3,1053,,23,5.6,0.42,5.8,5.8,10,114.3,1,0.85,48.0,95,16,3,34,1.69,0.56,9,2022-01-30,16,44,0.0,17,46,1.03,12,59,4180218,12.5,13,,True,,6.66,0.68,448.0,4,0,0.6,1,False,,,,8,23,0,9,,-1,394.2,8,0,10,309469,0,75098,a,11,4.8,9.90
328,Mohamed Salah,136,MID,Liverpool,0.23,0.97,1,14.80,2,M.Salah,1,5859615,69.7,18,494.3,-11,654,0,13,1583,2.0,1,11.2,0.84,14.8,14.8,35,256.5,0,0.93,63.0,202,1,8,1,4.12,1.07,16,2017-07-01,1,1,0.0,1,14,1.02,1,17,2077482,14.9,1,,True,,18.92,0.45,1142.0,1,0,1.0,11,True,,,,17,1,0,17,,0,929.8,8,0,1,124398,0,5813,a,1,13.8,16.40
329,Alexis Mac Allister,62,MID,Liverpool,0.21,0.66,79,1.05,66,Mac Allister,5,151275,1.6,15,317.1,3,241,0,2,1231,,88,2.5,0.08,4.8,4.8,0,73.6,0,0.82,10.0,43,164,0,64,2.93,0.29,3,2023-06-14,31,148,0.0,55,40,1.1,75,52,278911,6.9,57,100.0,True,100.0,3.98,0.51,168.0,50,0,0.6,-3,False,,,2024-12-05T00:30:08.282606Z,1,114,0,9,4.0,0,251.0,7,0,190,10291,0,11469,a,41,3.8,11.21
330,James McConnell,44,MID,Liverpool,0.0,0.0,237,0.00,512,McConnell,0,8292,0.1,0,0.0,1,0,0,0,0,,582,0.0,0.0,1.0,1.0,0,0.0,0,0.0,241.0,0,508,0,535,0.00,0.0,0,2023-07-18,203,582,0.0,233,235,0.0,227,576,8416,0.0,233,100.0,True,100.0,0.00,0.0,0.0,194,0,0.0,-1,False,,,2024-09-10T11:24:32.362482Z,0,555,0,0,,0,0.0,0,0,589,166,0,325,a,303,0.0,0.00
331,Tyler Morton,44,MID,Liverpool,0.0,0.0,236,0.00,507,Morton,0,28902,0.1,0,0.0,1,0,0,0,0,,580,0.0,0.0,1.0,1.0,0,0.0,0,0.0,241.0,0,426,0,531,0.00,0.0,0,2021-07-22,201,580,0.0,232,234,0.0,226,574,25551,0.0,232,100.0,True,100.0,0.00,0.0,0.0,152,0,0.0,-1,False,,,2024-09-10T11:27:39.864039Z,0,553,0,0,,0,0.0,0,0,587,283,0,939,a,301,0.0,0.00
332,Nathaniel Phillips,40,DEF,Liverpool,0.0,0.0,178,0.00,614,N.Phillips,0,4026,0.1,0,0.0,0,0,0,0,0,,510,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,483,0,444,0.00,0.0,0,,156,510,0.0,178,175,0.0,161,488,17040,0.0,178,0.0,False,0.0,0.00,0.0,0.0,174,0,0.0,0,False,Loaned to Derby County,,2024-08-31T06:18:33.693343Z,0,452,0,0,,0,0.0,0,0,517,0,0,126,u,168,0.0,0.00
333,Jarell Quansah,39,DEF,Liverpool,0.05,1.6,159,0.00,697,Quansah,1,259618,1.9,2,4.8,6,22,0,0,225,,388,0.8,0.0,1.4,1.4,0,6.9,0,1.46,241.0,4,148,0,339,0.13,0.05,1,2021-12-18,107,352,0.0,128,142,0.8,134,411,652548,1.0,124,100.0,True,100.0,0.13,0.0,4.0,58,0,0.1,-6,False,,,2024-08-23T09:30:06.099816Z,0,390,0,4,,0,59.6,0,0,473,38592,0,18840,a,230,0.4,3.64
334,Rhys Williams,40,DEF,Liverpool,0.0,0.0,180,0.00,620,R.Williams,0,828,0.1,0,0.0,0,0,0,0,0,,515,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,517,0,449,0.00,0.0,0,2020-09-23,159,515,0.0,181,178,0.0,164,493,14008,0.0,181,0.0,False,0.0,0.00,0.0,0.0,184,0,0.0,0,False,Loaned to Morecambe,,2024-08-22T11:18:16.485954Z,0,457,0,0,,0,0.0,0,0,521,0,0,93,u,172,0.0,0.00
335,Andrew Robertson,59,DEF,Liverpool,0.15,1.12,33,0.50,80,Robertson,2,969818,4.8,16,375.8,1,246,0,0,1289,,98,3.1,0.03,2.2,2.2,2,69.1,0,0.93,243.0,52,81,0,255,2.18,0.18,6,2017-07-21,84,183,0.0,18,7,1.12,31,40,1005767,8.8,71,,True,,2.68,0.49,107.0,28,0,0.2,-1,False,,,,0,170,1,16,2.0,0,210.2,7,0,122,17214,0,23490,a,7,1.2,13.39
336,Dominik Szoboszlai,63,MID,Liverpool,0.22,0.96,39,3.67,58,Szoboszlai,5,340432,1.6,12,376.1,2,275,0,5,1127,,63,3.5,0.29,0.0,5.0,6,85.9,0,0.95,98.0,60,163,1,60,2.74,0.51,0,2023-07-02,29,160,0.0,41,31,0.96,37,39,429717,9.5,62,0.0,True,100.0,6.41,0.4,250.0,49,0,0.6,-2,False,,2.0,2024-12-27T00:30:09.581631Z,2,63,0,12,5.0,0,233.6,5,0,84,6944,0,14353,a,35,4.0,11.91
337,Konstantinos Tsimikas,46,DEF,Liverpool,0.26,0.36,91,0.08,346,Tsimikas,0,25563,0.2,2,62.2,4,77,0,0,248,,336,1.9,0.03,1.4,1.4,1,16.1,0,0.81,83.0,15,378,0,350,0.73,0.29,1,2020-08-10,115,328,0.0,111,70,0.73,106,262,58939,3.3,117,100.0,True,100.0,0.81,0.36,21.0,134,0,0.1,-4,False,,,2024-11-25T09:30:07.571904Z,0,317,0,1,3.0,0,75.4,1,0,274,522,0,791,a,49,0.4,2.24
339,Virgil van Dijk,65,DEF,Liverpool,0.02,0.94,9,0.98,41,Virgil,1,2217086,23.3,18,78.8,-5,323,0,1,1620,,109,4.1,0.05,3.2,3.2,3,65.0,0,0.93,152.0,74,15,0,170,0.36,0.07,6,2018-01-01,52,35,0.0,23,58,1.0,11,234,1319148,11.4,11,,True,,1.34,0.44,152.0,7,0,0.3,5,False,,3.0,,1,122,0,17,,0,419.8,8,0,51,38880,0,107905,a,2,2.2,16.73
636,Federico Chiesa,68,MID,Liverpool,0.4,0.0,224,0.16,33,Chiesa,0,45681,0.1,0,0.9,2,-1,0,0,18,,456,1.0,0.8,1.0,1.0,0,1.6,0,2.75,106.0,1,411,0,705,0.08,1.2,0,2024-08-29,319,486,0.0,216,223,0.0,181,439,46810,0.1,230,100.0,True,100.0,0.24,0.0,15.0,144,0,0.0,-2,False,,,2024-12-26T10:30:09.366339Z,0,341,0,0,,0,0.2,0,0,464,201,0,445,a,16,0.0,0.55
660,Vítezslav Jaros,40,GKP,Liverpool,0.0,0.0,37,0.00,627,Jaros,0,35069,0.2,0,0.0,0,6,0,0,11,,465,1.0,0.0,1.0,1.0,0,0.9,0,1.15,57.0,1,384,0,453,0.00,0.0,0,2019-07-10,52,445,8.18,38,37,0.0,24,497,21315,0.2,38,,True,,0.00,0.0,0.0,56,0,0.0,0,False,,,,0,461,0,0,,0,8.8,0,0,402,97,1,1417,a,54,0.0,0.14
669,Harvey Davies,40,GKP,Liverpool,0.0,0.0,62,0.00,637,Davies,0,1305,0.0,0,0.0,0,0,0,0,0,,527,0.0,0.0,1.0,1.0,0,0.0,0,0.0,241.0,0,628,0,462,0.00,0.0,0,2021-03-09,57,527,0.0,62,43,0.0,30,507,886,0.0,62,,True,,0.00,0.0,0.0,70,0,0.0,0,False,,,,0,471,0,0,,0,0.0,0,0,533,74,0,102,a,60,0.0,0.00
688,Treymaurice Nyoni,45,MID,Liverpool,0.0,0.0,293,0.00,466,Nyoni,0,462,0.0,0,0.0,0,0,0,0,0,,662,0.0,0.0,1.0,1.0,0,0.0,0,0.0,241.0,0,687,0,623,0.00,0.0,0,2023-11-11,266,662,0.0,290,291,0.0,286,657,266,0.0,290,,True,,0.00,0.0,0.0,304,0,0.0,0,False,,,,0,642,0,0,,0,0.0,0,0,667,62,0,59,a,290,0.0,0.00
692,Amara Nallo,40,DEF,Liverpool,0.0,0.0,216,0.00,679,Nallo,0,465,0.0,0,0.0,0,0,0,0,0,,560,0.0,0.0,1.0,1.0,0,0.0,0,0.0,241.0,0,667,0,497,0.00,0.0,0,2024-02-27,196,560,0.0,216,214,0.0,204,541,335,0.0,216,,True,,0.00,0.0,0.0,228,0,0.0,0,False,,,,0,509,0,0,,0,0.0,0,0,567,47,0,75,a,219,0.0,0.00
709,Jayden Danns,45,FWD,Liverpool,0.0,0.0,59,0.00,428,Danns,0,613,0.0,0,0.0,0,0,0,0,0,,632,0.0,0.0,2.1,2.1,0,0.0,0,0.0,241.0,0,668,0,591,0.00,0.0,0,2024-02-20,52,632,0.0,56,56,0.0,56,628,127,0.0,56,,True,,0.00,0.0,0.0,76,0,0.0,0,False,,,,0,612,0,0,,0,0.0,0,0,639,613,0,127,a,69,0.0,0.00
340,Manuel Akanji,53,DEF,Man City,0.07,1.27,70,0.35,149,Akanji,3,388665,2.7,15,204.2,2,188,0,0,1276,,171,2.2,0.02,2.3,2.3,1,48.6,0,1.37,207.0,33,116,0,195,0.98,0.09,7,2022-09-01,62,157,0.0,50,23,1.06,80,110,630713,6.2,57,100.0,True,100.0,1.33,0.21,43.0,44,0,0.3,-2,False,,,2024-12-05T00:30:08.316605Z,0,265,0,18,,0,238.0,3,0,232,10958,0,6350,a,17,1.8,19.46
341,Nathan Aké,53,DEF,Man City,0.02,1.4,62,0.22,143,Aké,0,54188,0.9,5,16.1,2,75,0,0,451,,368,2.4,0.04,2.8,2.8,0,9.9,0,1.94,152.0,17,210,0,151,0.12,0.06,6,2020-08-05,45,346,0.0,123,123,1.0,110,366,245463,3.2,122,100.0,True,100.0,0.34,0.4,18.0,82,0,0.4,-2,False,,,2024-12-05T00:30:08.334401Z,0,332,0,7,,0,64.4,2,0,206,4264,0,1719,a,16,2.3,9.72
342,Bernardo Veiga de Carvalho e Silva,63,MID,Man City,0.18,1.45,43,2.65,54,Bernardo,4,888260,3.8,17,524.9,2,339,0,4,1554,,17,3.4,0.15,5.3,5.3,7,127.4,0,1.44,173.0,65,92,0,33,3.08,0.33,3,2017-07-01,15,73,0.0,13,11,0.98,18,13,1031454,10.3,22,,True,,5.73,0.23,408.0,30,0,0.8,-2,False,,,,2,31,0,25,4.0,0,340.8,4,0,93,25800,0,22919,a,31,4.8,24.86
343,Oscar Bobb,47,MID,Man City,0.0,0.0,297,0.00,334,Bobb,0,2818,0.1,0,0.0,3,0,0,0,0,,669,0.0,0.0,0.0,0.0,0,0.0,0,0.0,161.0,0,513,0,634,0.00,0.0,0,2022-01-06,273,669,0.0,295,296,0.0,291,664,29708,0.0,295,0.0,True,0.0,0.00,0.0,0.0,198,0,0.0,-3,False,Leg injury - Unknown return date,,2024-08-14T22:30:05.558994Z,0,650,0,0,,0,0.0,0,0,673,73,0,156,i,216,0.0,0.00
344,Scott Carson,40,GKP,Man City,0.0,0.0,47,0.00,594,Carson,0,14105,0.2,0,0.0,0,0,0,0,0,,499,0.0,0.0,0.5,0.5,0,0.0,0,0.0,241.0,0,359,0,431,0.00,0.0,0,2021-07-20,41,499,0.0,47,24,0.0,11,475,15839,0.0,47,,True,,0.00,0.0,0.0,53,0,0.0,0,False,,,,0,438,0,0,,0,0.0,0,0,507,328,0,579,a,41,0.0,0.00
